#	File	generated	by	CMD	3	(http://stev.oapd.inaf.it/cmd)	on	Sun	May	20	16:24:41	CEST	2018																	
#	isochrones	PARSEC	release	v1.2S	+	COLIBRI	release	"PR16,"	as	in	Marigo	et	al.	2017																
#	Basic	reference:	Marigo	et	al.	"(2017),"	"ApJ,"	"835,"	77																					
#	Photometric	system:	<i>UBVRIJHK</i>	(cf.	Maiz-Apellaniz	2006	+	Bessell	1990)																					
#	O-rich	circumstellar	dust	ignored																										
#	C-rich	circumstellar	dust	ignored																										
#	Kind	of	output:	isochrone	tables																									
#Zini	Age	Mini	Mass	logL	logTe	logg	label	McoreTP	C_O	period0	period1	pmode	Mloss	tau1m	X	Y	Xc	Xn	Xo	Cexcess	Z	mbolmag	Umag	Bmag	Vmag	Rmag	Imag	Jmag	Hmag	Kmag
0.00955	1.91E+07	1.591955066	1.592	0.888	3.919	4.38	0	0	0.538	0	0	-1	7.65E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.58E-03	2.55	2.72	2.706	2.55	2.471	2.403	2.331	2.281	2.275
0.00955	1.91E+07	1.641481757	1.641	0.944	3.9315	4.387	0	0	0.538	0	0	-1	4.45E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	2.41	2.574	2.552	2.429	2.371	2.322	2.27	2.236	2.23
0.00955	1.91E+07	1.691008687	1.691	0.999	3.9434	4.393	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.58E-03	2.273	2.433	2.413	2.317	2.278	2.244	2.211	2.188	2.184
0.00955	1.91E+07	1.740535498	1.74	1.05	3.9545	4.398	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.58E-03	2.145	2.3	2.291	2.219	2.194	2.173	2.156	2.142	2.139
0.00955	1.91E+07	1.790062189	1.789	1.101	3.9651	4.403	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.58E-03	2.018	2.173	2.179	2.128	2.114	2.105	2.101	2.096	2.095
0.00955	1.91E+07	1.839589	1.839	1.149	3.9752	4.406	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.57E-03	1.897	2.052	2.077	2.044	2.04	2.04	2.049	2.05	2.051
0.00955	1.91E+07	1.891151905	1.891	1.198	3.9851	4.41	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.57E-03	1.776	1.935	1.982	1.965	1.967	1.975	1.997	2.002	2.006
0.00955	1.91E+07	1.942714453	1.942	1.245	3.9946	4.412	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.58E-03	1.658	1.821	1.892	1.889	1.897	1.912	1.945	1.955	1.961
0.00955	1.91E+07	1.994277239	1.995	1.29	4.0036	4.414	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.56E-03	1.545	1.712	1.807	1.817	1.831	1.851	1.894	1.908	1.916
0.00955	1.91E+07	2.045839787	2.046	1.334	4.0121	4.416	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.53E-03	1.436	1.608	1.728	1.748	1.766	1.792	1.844	1.861	1.872
0.00955	1.91E+07	2.097402573	2.097	1.376	4.0204	4.417	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.58E-03	1.329	1.507	1.652	1.682	1.704	1.734	1.795	1.815	1.828
0.00955	1.91E+07	2.148965359	2.148	1.418	4.0282	4.417	0	0	0.538	0	0	-1	0	0	7.25E-01	2.66E-01	1.70E-03	4.64E-04	4.21E-03	-1	9.58E-03	1.225	1.409	1.578	1.617	1.642	1.675	1.745	1.768	1.783
